Make,Model,Year,Color,Price,Foreign/Local,Engine Type,Mileage
Toyota,Fortuner,2017,Silver,"KSh 5,900,000",Kenyan Used,Automatic,109868
Nissan,Hardbody,2013,Silver,"KSh 1,950,000",Kenyan Used,Manual,112389
Audi,Q5,2016,White,"KSh 4,250,000",Foreign Used,Automatic,
Toyota,Prius,2005,Blue,"KSh 375,000",Kenyan Used,Automatic,
Toyota,Axio,2013,Silver,"KSh 1,230,000",Kenyan Used,Automatic,
Volkswagen,Touareg,2011,White,"KSh 3,000,000",Kenyan Used,Automatic,106000
Toyota,Corolla,2011,Black,"KSh 1,070,000",Kenyan Used,Automatic,
Jeep,Grand,2017,Red,"KSh 3,500,000",Foreign Used,Automatic,
Toyota,Crown,2016,Blue,"KSh 3,200,000",Foreign Used,Automatic,
Suzuki,Alto,2015,White,"KSh 650,000",Foreign Used,Automatic,100000
Nissan,Advan,2009,White,"KSh 450,000",Kenyan Used,Automatic,
Mitsubishi,Outlander,2008,Silver,"KSh 925,000",Kenyan Used,Automatic,123596
Mitsubishi,Lancer,2000,Silver,"KSh 340,000",Kenyan Used,Automatic,
Nissan,Advan,2010,Silver,"KSh 470,000",Kenyan Used,Automatic,
Toyota,Axio,2010,White,"KSh 780,000",Kenyan Used,Automatic,
Toyota,Camry,2015,Black,"KSh 2,999,000",Foreign Used,Automatic,45638
Nissan,Skyline,2016,Black,"KSh 2,150,000",Foreign Used,Automatic,56000
Toyota,Axio,2013,Blue,"KSh 1,240,000",Kenyan Used,Automatic,84516
Toyota,Premio,2007,Gray,"KSh 1,080,000",Kenyan Used,Automatic,
Mercedes-Benz,C200,2007,White,"KSh 1,590,000",Kenyan Used,Automatic,
Mitsubishi,Outlander,2016,Black,"KSh 3,250,000",Foreign Used,Automatic,
Honda,Vezel,2016,Pearl,"KSh 2,750,000",Foreign Used,Automatic,
Volvo,XC90,2016,White,"KSh 6,800,000",Foreign Used,Automatic,99000
Honda,Vezel,2016,Blue,"KSh 2,500,000",Foreign Used,Automatic,56000
Toyota,Vitz,2011,Red,"KSh 630,000",Foreign Used,Automatic,154285
Audi,Q3,,white,"KSh 2,950,000",Foreign Used,Automatic,48000
Subaru,Legacy,2008,Black,"KSh 745,000",Kenyan Used,Automatic,
BMW,118i,2016,Red,"KSh 1,650,000",Foreign Used,Automatic,60000
Mitsubishi,L200,2006,White,"KSh 780,000",Kenyan Used,Manual,
Audi,Q2,2017,Blue,"KSh 3,500,000",Foreign Used,Automatic,
Toyota,Succeed,2007,Blue,"KSh 640,000",Kenyan Used,Automatic,
Toyota,Crown,2016,Pearl,"KSh 2,500,000",Foreign Used,Automatic,50000
BMW,X1,2016,Gray,"KSh 2,700,000",Foreign Used,Automatic,65000
Nissan,Skyline,2016,Blue,"KSh 2,500,000",Foreign Used,Automatic,
Lexus,NX,2016,Red,"KSh 4,500,000",Foreign Used,Automatic,33000
Toyota,Corolla,2013,Silver,"KSh 1,250,000",Kenyan Used,Automatic,
Mercedes-Benz,C43,2017,White,"KSh 7,500,000",Foreign Used,Automatic,
Toyota,Axio,2009,Silver,"KSh 880,000",Kenyan Used,Automatic,
Lexus,RX,2015,White,"KSh 2,800,000",Kenyan Used,Automatic,
Honda,Vezel,2016,Blue,"KSh 2,800,000",Foreign Used,Automatic,
Mazda,CX-5,2016,Red,"KSh 2,400,000",Foreign Used,Automatic,40000
Honda,Fit,2016,White,"KSh 1,600,000",Foreign Used,Automatic,
Land,Rover,2012,Black,"KSh 2,200,000",Kenyan Used,Automatic,112000
Mazda,CX-5,2016,Black,"KSh 2,799,000",Foreign Used,Automatic,48000
Mazda,CX-5,2017,Gray,"KSh 3,200,000",Foreign Used,Automatic,50000
Toyota,Land,2016,White,"KSh 5,599,000",Foreign Used,Automatic,69000
Mazda,Demio,2016,Red,"KSh 985,000",Foreign Used,Automatic,87000
Mitsubishi,Outlander,2017,Red,"KSh 2,900,000",Foreign Used,Automatic,56000
Mercedes-Benz,B-Class,2016,Black,"KSh 1,850,000",Foreign Used,Automatic,53000
Nissan,Wingroad,2002,Silver,"KSh 370,000",Kenyan Used,Automatic,
Toyota,Corolla,2016,White,"KSh 1,780,000",Foreign Used,Automatic,14000
Mazda,CX-5,2016,White,"KSh 2,899,000",Foreign Used,Automatic,35000
Toyota,Hilux,2000,White,"KSh 850,000",Kenyan Used,Manual,
Toyota,Esquire,2016,Purple,"KSh 2,350,000",Foreign Used,Automatic,76000
Toyota,Land,2017,Silver,"KSh 10,800,000",Foreign Used,Automatic,45000
Nissan,Sylphy,2006,Silver,"KSh 570,000",Kenyan Used,Automatic,
Mazda,Demio,2012,Silver,"KSh 630,000",Kenyan Used,Automatic,
Nissan,Note,2016,Blue,"KSh 1,050,000",Foreign Used,Automatic,87000
BMW,116i,2014,Blue,"KSh 1,280,000",Kenyan Used,Automatic,140000
Toyota,Corolla,2002,White,"KSh 450,000",Kenyan Used,Automatic,
Nissan,Note,2013,Black,"KSh 645,000",Kenyan Used,Automatic,
Subaru,Outback,2017,Brown,"KSh 3,100,000",Foreign Used,Automatic,70000
Toyota,Land,2003,White,"KSh 2,150,000",Kenyan Used,Automatic,175000
Toyota,Hilux,2018,White,"KSh 5,900,000",Foreign Used,Automatic,29000
Toyota,TownAce,2007,White,"KSh 680,000",Kenyan Used,Automatic,
Subaru,Forester,2017,Silver,"KSh 2,950,000",Foreign Used,Automatic,65000
Honda,CR-V,2005,Black,"KSh 850,000",Kenyan Used,Automatic,850000
Toyota,Corolla,1998,White,"KSh 190,000",Kenyan Used,Manual,100000
Toyota,Succeed,2017,White,"KSh 1,150,000",Foreign Used,Automatic,96348
Toyota,Premio,2005,Silver,"KSh 690,000",Kenyan Used,Automatic,154648
Toyota,Vitz,2016,White,"KSh 1,200,000",Foreign Used,Automatic,85000
Nissan,Advan,2010,Silver,"KSh 495,500",Kenyan Used,Automatic,
Toyota,Land,,white,"KSh 23,000,000",Foreign Used,Automatic,35
Nissan,Bluebird,2005,White,"KSh 320,000",Kenyan Used,Automatic,
Volkswagen,Golf,2016,Blue,"KSh 1,600,000",Foreign Used,Automatic,56000
Subaru,Exiga,2016,White,"KSh 2,200,000",Foreign Used,Automatic,69000
Subaru,Outback,2016,Black,"KSh 3,200,000",Foreign Used,Automatic,
Honda,Fit,2015,Silver,"KSh 1,010,000",Kenyan Used,Automatic,
Nissan,Sylphy,2008,Blue,"KSh 575,000",Kenyan Used,Automatic,168000
Nissan,Dayz,2016,Silver,"KSh 780,000",Foreign Used,Automatic,
Toyota,Ractis,2011,White,"KSh 730,000",Kenyan Used,Automatic,
Toyota,Vitz,2008,Silver,"KSh 580,000",Kenyan Used,Automatic,136000
Toyota,Land,2008,Silver,"KSh 2,100,000",Kenyan Used,Automatic,182000
Land,Rover,2006,Red,"KSh 2,800,000",Kenyan Used,Automatic,98000
Nissan,Note,2013,Silver,"KSh 700,000",Kenyan Used,Automatic,139000
Nissan,Juke,2013,Red,"KSh 1,250,000",Kenyan Used,Automatic,
Toyota,Probox,2008,White,"KSh 620,000",Kenyan Used,Automatic,112000
Subaru,Exiga,2011,Silver,"KSh 995,000",Kenyan Used,Automatic,
Toyota,Probox,2008,White,"KSh 600,000",Kenyan Used,Automatic,148000
Toyota,Corolla,2001,White,"KSh 550,000",Kenyan Used,Automatic,
Daihatsu,Move,2016,White,"KSh 870,000",Foreign Used,Automatic,
Toyota,Porte,2012,Beige,"KSh 700,000",Kenyan Used,Automatic,
Volkswagen,Touareg,2005,Green,"KSh 1,250,000",Kenyan Used,Automatic,
Honda,Stream,2010,Black,"KSh 890,000",Kenyan Used,Automatic,119000
Subaru,Impreza,2014,Blue,"KSh 1,350,000",Kenyan Used,Automatic,
Mazda,Demio,2008,Gray,"KSh 520,000",Kenyan Used,Automatic,
Honda,Fit,2013,Pink,"KSh 780,000",Kenyan Used,Automatic,
Toyota,Noah,2010,White,"KSh 1,050,000",Kenyan Used,Automatic,
Toyota,HiAce,2014,Silver,"KSh 1,750,000",Kenyan Used,Automatic,
Toyota,Hilux,2014,Gold,"KSh 2,350,000",Kenyan Used,Automatic,
Nissan,Patrol,2018,White,"KSh 3,750,000",Kenyan Used,Manual,
Toyota,Harrier,2017,Red,"KSh 4,100,000",Foreign Used,Automatic,
Honda,Grace,2016,Silver,"KSh 1,450,000",Foreign Used,Automatic,116000
Toyota,Land,2006,Silver,"KSh 2,250,000",Kenyan Used,Automatic,
Subaru,Impreza,2006,Blue,"KSh 670,000",Kenyan Used,Automatic,
Toyota,Hilux,2007,White,"KSh 1,200,000",Kenyan Used,Manual,
Mercedes-Benz,G-Class,2014,Black,"KSh 11,000,000",Foreign Used,Automatic,81000
Subaru,Impreza,2012,Red,"KSh 1,080,000",Kenyan Used,Automatic,
Toyota,Probox,2013,White,"KSh 650,000",Kenyan Used,Automatic,120000
Subaru,Forester,2003,Silver,"KSh 870,000",Kenyan Used,Automatic,
Toyota,Axio,2009,Silver,"KSh 870,000",Kenyan Used,Automatic,
Toyota,Corolla,2016,Black,"KSh 1,750,000",Foreign Used,Automatic,185993
Toyota,Mark,2009,Silver,"KSh 790,000",Kenyan Used,Automatic,200000
Nissan,Note,2017,Gray,"KSh 1,600,000",Foreign Used,Manual,65874
Subaru,Levorg,2016,Pearl,"KSh 2,300,000",Foreign Used,Automatic,
Mitsubishi,Outlander,2016,Black,"KSh 3,400,000",Foreign Used,Automatic,63000
Toyota,Harrier,2016,Purple,"KSh 3,850,000",Foreign Used,Automatic,23000
Toyota,Spade,2016,White,"KSh 1,150,000",Foreign Used,Automatic,180967
Audi,A3,2016,Silver,"KSh 2,300,000",Foreign Used,Automatic,45705
Toyota,TownAce,2010,White,"KSh 600,000",Kenyan Used,Automatic,
Nissan,X-Trail,2004,Black,"KSh 695,000",Kenyan Used,Automatic,128000
Toyota,Land,2002,Gray,"KSh 1,300,000",Kenyan Used,Automatic,245276
Mazda,CX-3,2016,Blue,"KSh 1,950,000",Foreign Used,Automatic,75000
Toyota,Corolla,2006,Silver,"KSh 680,000",Kenyan Used,Automatic,
Subaru,Forester,2015,Black,"KSh 2,200,000",Kenyan Used,Automatic,
Toyota,TownAce,2006,White,"KSh 650,000",Kenyan Used,Automatic,340000
Mitsubishi,Outlander,2008,Silver,"KSh 1,000,000",Kenyan Used,Automatic,
Isuzu,D-MAX,2010,White,"KSh 990,000",Kenyan Used,Manual,
Toyota,Voxy,2016,White,"KSh 2,550,000",Foreign Used,Automatic,
Toyota,Harrier,2009,Black,"KSh 1,400,000",Kenyan Used,Automatic,
Mitsubishi,Lancer,2006,Silver,"KSh 520,000",Kenyan Used,Automatic,
Toyota,Corolla,2013,White,"KSh 1,050,000",Kenyan Used,Automatic,
Jeep,Wrangler,,Black,"KSh 7,500,000",Foreign Used,Automatic,42000
Nissan,X-Trail,2014,White,"KSh 1,580,000",Kenyan Used,Automatic,
Toyota,Pixis,2015,Silver,"KSh 670,000",Kenyan Used,Automatic,
Mercedes-Benz,A-Class,2015,White,"KSh 2,300,000",Foreign Used,Automatic,19000
Toyota,Lexcen,2010,Blue,"KSh 300,000",Kenyan Used,Manual,195242
Mercedes-Benz,E200,2015,Brown,"KSh 1,950,000",Kenyan Used,Automatic,
Toyota,Succeed,2011,White,"KSh 740,000",Kenyan Used,Automatic,
Toyota,Land,2014,Black,"KSh 4,650,000",Kenyan Used,Automatic,
Toyota,Land,2005,Black,"KSh 2,400,000",Foreign Used,Automatic,190000
Toyota,Harrier,2016,Blue,"KSh 3,500,000",Kenyan Used,Automatic,63000
Nissan,NV200,2012,Silver,"KSh 820,000",Kenyan Used,Automatic,
Toyota,Auris,2007,White,"KSh 880,000",Kenyan Used,Automatic,92411
Nissan,Juke,2012,Black,"KSh 1,000,000",Kenyan Used,Automatic,
Toyota,Corolla,1998,Gray,"KSh 250,000",Kenyan Used,Automatic,256000
Toyota,IST,2004,Silver,"KSh 680,000",Kenyan Used,Automatic,
Toyota,Voxy,2016,Black,"KSh 2,500,000",Kenyan Used,Automatic,
Toyota,Passo,2015,Purple,"KSh 890,000",Kenyan Used,Automatic,109103
Subaru,Impreza,1999,Blue,"KSh 385,000",Kenyan Used,Manual,
Nissan,NP200,2017,White,"KSh 1,010,000",Kenyan Used,Manual,
Toyota,Vitz,2003,Gold,"KSh 330,000",Kenyan Used,Automatic,
Toyota,Voxy,2010,Black,"KSh 850,000",Kenyan Used,Automatic,
Toyota,Passo,2004,Silver,"KSh 335,000",Kenyan Used,Automatic,
Honda,CR-V,2012,Gray,"KSh 1,680,000",Kenyan Used,Automatic,
Toyota,Vitz,1999,Silver,"KSh 195,000",Kenyan Used,Automatic,
Toyota,Rush,2019,Red,"KSh 3,150,000",Kenyan Used,Automatic,
Toyota,Vanguard,2012,Black,"KSh 2,280,000",Kenyan Used,Automatic,
Toyota,Wish,2008,Black,"KSh 650,000",Kenyan Used,Automatic,301000
Nissan,NP300,2010,White,"KSh 1,250,000",Kenyan Used,Manual,
Honda,CR-V,2007,Silver,"KSh 1,430,000",Kenyan Used,Automatic,
Subaru,Legacy,1998,Silver,"KSh 800,000",Foreign Used,Manual,
Toyota,Corolla,2004,Black,"KSh 600,000",Kenyan Used,Automatic,
Nissan,Serena,2011,Blue,"KSh 650,000",Kenyan Used,Automatic,
Peugeot,504,1984,Beige,"KSh 250,000",Kenyan Used,Manual,300000
Toyota,Land,2004,Silver,"KSh 2,200,000",Kenyan Used,Manual,
Toyota,Succeed,2011,White,"KSh 720,000",Kenyan Used,Automatic,
Toyota,Succeed,2012,White,"KSh 710,000",Kenyan Used,Automatic,
Mitsubishi,RVR,2014,White,"KSh 1,750,000",Kenyan Used,Automatic,
Honda,Fit,2013,White,"KSh 690,000",Kenyan Used,Automatic,
Toyota,Probox,2005,Silver,"KSh 490,000",Kenyan Used,Automatic,
Toyota,RAV4,2001,Gold,"KSh 600,000",Kenyan Used,Manual,
Volkswagen,Tiguan,2016,Red,"KSh 3,250,000",Foreign Used,Automatic,
Toyota,Land,2018,Black,"KSh 6,200,000",Foreign Used,Automatic,50000
Toyota,Voxy,2012,Black,"KSh 1,295,000",Kenyan Used,Automatic,120900
Honda,Fit,2013,Pink,"KSh 780,000",Kenyan Used,Automatic,125805
Toyota,Passo,2016,Silver,"KSh 1,030,000",Foreign Used,Automatic,65000
Toyota,Harrier,2009,Black,"KSh 1,395,000",Kenyan Used,Automatic,153300
Honda,Odyssey,2016,White,"KSh 2,150,000",Foreign Used,Automatic,68000
Toyota,Noah,2010,White,"KSh 1,050,000",Kenyan Used,Automatic,127355
Toyota,Ractis,2016,White,"KSh 1,350,000",Foreign Used,Automatic,58000
Volkswagen,Golf,2016,White,"KSh 1,900,000",Foreign Used,Automatic,38000
Toyota,Corolla,2016,White,"KSh 1,650,000",Foreign Used,Automatic,65000
Toyota,Harrier,2009,Black,"KSh 1,400,000",Kenyan Used,Automatic,134000
Toyota,Land,2006,Green,"KSh 3,100,000",Kenyan Used,Automatic,155000
Toyota,Allion,2006,Blue,"KSh 770,000",Kenyan Used,Automatic,
Toyota,Esquire,2017,Purple,"KSh 2,400,000",Foreign Used,Automatic,68000
Toyota,Crown,2016,White,"KSh 3,100,000",Foreign Used,Automatic,
Mercedes-Benz,C200,2007,White,"KSh 1,480,000",Kenyan Used,Automatic,992600
Toyota,Harrier,2017,White,"KSh 3,800,000",Foreign Used,Automatic,
Nissan,Note,2013,Silver,"KSh 700,000",Kenyan Used,AMT,138000
Mazda,CX-5,2016,Black,"KSh 2,850,000",Foreign Used,Automatic,
Toyota,Vanguard,2012,Black,"KSh 2,280,000",Kenyan Used,Automatic,
BMW,X2,2018,White,"KSh 3,500,000",Foreign Used,Automatic,
Toyota,Corolla,2011,Silver,"KSh 995,000",Kenyan Used,Automatic,125551
Nissan,Note,2014,Silver,"KSh 740,000",Kenyan Used,Automatic,130000
Honda,CR-V,2008,Silver,"KSh 1,380,000",Kenyan Used,Automatic,124800
Toyota,Land,2008,Silver,"KSh 2,200,000",Kenyan Used,Manual,
Volkswagen,Passat,2016,White,"KSh 2,300,000",Foreign Used,Automatic,
Toyota,Land,2004,Blue,"KSh 2,200,000",Kenyan Used,Manual,158256
Mitsubishi,Pajero,2003,Silver,"KSh 980,000",Kenyan Used,Automatic,
Toyota,Harrier,2010,Silver,"KSh 1,750,000",Kenyan Used,Automatic,82000
Land,Rover,2011,Black,"KSh 5,500,000",Foreign Used,Automatic,45000
Mercedes-Benz,GLA,2016,White,"KSh 5,750,000",Foreign Used,Automatic,
Toyota,Land,2017,White,"KSh 7,500,000",Foreign Used,Automatic,
Audi,Q7,2017,White,"KSh 6,800,000",Foreign Used,Automatic,99000
Honda,Stepwgn,2015,White,"KSh 2,070,000",Kenyan Used,Automatic,98000
Toyota,Land,2005,Silver,"KSh 2,200,000",Kenyan Used,Automatic,
Nissan,X-Trail,2017,Gray,"KSh 2,600,000",Foreign Used,Automatic,89000
Isuzu,D-MAX,2015,Silver,"KSh 1,850,000",Kenyan Used,Manual,145287
Mazda,Demio,2016,Blue,"KSh 1,280,000",Foreign Used,Automatic,72000
Subaru,Forester,2006,Silver,"KSh 830,000",Kenyan Used,Automatic,
Toyota,Land,2004,Silver,"KSh 2,200,000",Kenyan Used,Manual,
Nissan,Advan,2014,White,"KSh 550,000",Kenyan Used,Automatic,
Nissan,Teana,2011,Silver,"KSh 850,000",Kenyan Used,Automatic,114000
Mitsubishi,Pajero,2007,Gold,"KSh 1,280,000",Kenyan Used,Manual,99000
Toyota,Land,2008,Black,"KSh 4,200,000",Kenyan Used,Automatic,
Toyota,Land,2006,Silver,"KSh 4,500,000",Kenyan Used,Automatic,114000
Toyota,Wish,2005,Black,"KSh 710,000",Kenyan Used,Automatic,145000
Toyota,Land,,white,"KSh 1,250,000",Kenyan Used,Automatic,
Toyota,Corolla,2014,Silver,"KSh 1,370,000",Kenyan Used,Automatic,
Toyota,Land,2001,Pearl,"KSh 1,399,000",Kenyan Used,Automatic,
Toyota,Land,2014,Pearl,"KSh 7,850,000",Kenyan Used,Automatic,85000
Toyota,Succeed,2008,White,"KSh 450,000",Kenyan Used,Automatic,
Toyota,Probox,2010,White,"KSh 680,000",Kenyan Used,Automatic,
Toyota,Succeed,2004,White,"KSh 470,000",Kenyan Used,Automatic,250000
Toyota,Vitz,2014,Silver,"KSh 825,000",Kenyan Used,Automatic,
Honda,Insight,2010,Silver,"KSh 630,000",Kenyan Used,Automatic,
Toyota,Premio,2006,Silver,"KSh 620,000",Kenyan Used,Automatic,298000
Toyota,Vitz,2014,Black,"KSh 850,000",Kenyan Used,Automatic,85000
Honda,Insight,2012,Silver,"KSh 750,000",Foreign Used,Automatic,
Mazda,CX-5,2012,Black,"KSh 1,700,000",Kenyan Used,Automatic,
Toyota,Vitz,2013,Green,"KSh 850,000",Kenyan Used,Automatic,57000
Suzuki,Alto,2016,White,"KSh 695,000",Kenyan Used,Automatic,68000
Toyota,Probox,2011,Pearl,"KSh 670,000",Kenyan Used,Automatic,191234
Toyota,Noah,2010,White,"KSh 1,040,000",Kenyan Used,Automatic,129505
Toyota,Passo,2011,Purple,"KSh 545,000",Kenyan Used,Automatic,125805
Nissan,Sunny,2000,Blue,"KSh 300,000",Kenyan Used,Automatic,240000
Mercedes-Benz,C200,2001,Silver,"KSh 650,000",Kenyan Used,Automatic,234210
Volkswagen,Golf,2016,Blue,"KSh 1,699,000",Foreign Used,Automatic,88000
Toyota,Mark,2016,Silver,"KSh 2,100,000",Foreign Used,Automatic,
Toyota,Succeed,,white,"KSh 720,000",Kenyan Used,Automatic,174505
Subaru,Impreza,2011,Black,"KSh 900,000",Kenyan Used,Automatic,136000
Toyota,Probox,2012,White,"KSh 720,000",Kenyan Used,Automatic,73559
BMW,X5,2008,White,"KSh 2,300,000",Kenyan Used,Automatic,71000
Honda,CR-V,2002,Silver,"KSh 680,000",Kenyan Used,Automatic,
Mercedes-Benz,C200,2012,White,"KSh 1,950,000",Kenyan Used,Automatic,
Toyota,Noah,2016,Purple,"KSh 2,400,000",Foreign Used,Automatic,83121
Toyota,Allion,2010,Silver,"KSh 1,180,000",Kenyan Used,Automatic,
Toyota,Hilux,2014,Brown,"KSh 2,350,000",Kenyan Used,Automatic,120354
Toyota,Land,2007,Black,"KSh 2,350,000",Kenyan Used,Automatic,
Toyota,Corolla,2016,White,"KSh 1,750,000",Foreign Used,Automatic,134000
Toyota,RAV4,2004,White,"KSh 680,000",Kenyan Used,Automatic,
Subaru,Impreza,2006,Silver,"KSh 280,000",Kenyan Used,Automatic,168042
Mazda,Demio,2014,White,"KSh 720,000",Kenyan Used,Automatic,132000
Toyota,Noah,2004,White,"KSh 545,000",Kenyan Used,Automatic,
Toyota,Noah,2016,Silver,"KSh 2,485,000",Foreign Used,Automatic,70000
Toyota,Esquire,2016,White,"KSh 2,485,000",Foreign Used,Automatic,104000
Mazda,Atenza,2016,Red,"KSh 2,400,000",Foreign Used,Automatic,32000
Mazda,Demio,2010,Green,"KSh 595,000",Kenyan Used,Automatic,130000
Toyota,Corolla,2008,Silver,"KSh 670,000",Kenyan Used,Automatic,126064
Toyota,Land,2006,White,"KSh 1,750,000",Kenyan Used,Automatic,169000
Nissan,Sunny,2005,Gold,"KSh 300,000",Kenyan Used,Automatic,
Toyota,Wish,2012,Black,"KSh 1,250,000",Foreign Used,Automatic,125000
Subaru,Forester,2013,Black,"KSh 2,000,000",Kenyan Used,Automatic,120000
Toyota,Probox,2013,Blue,"KSh 600,000",Kenyan Used,Automatic,
Toyota,Vitz,2005,Blue,"KSh 470,000",Kenyan Used,Automatic,185247
Toyota,Premio,2008,Brown,"KSh 1,050,000",Kenyan Used,Automatic,
Toyota,Harrier,2008,Black,"KSh 1,650,000",Kenyan Used,Automatic,
Volkswagen,Golf,2016,Blue,"KSh 2,050,000",Foreign Used,Automatic,49000
Toyota,Premio,2017,Silver,"KSh 2,299,000",Foreign Used,Automatic,144000
Toyota,Lexcen,2015,White,"KSh 4,300,000",Foreign Used,Automatic,
Toyota,Auris,2007,Silver,"KSh 785,000",Kenyan Used,Automatic,149000
Mazda,Atenza,2016,Black,"KSh 2,100,000",Foreign Used,Automatic,122000
Lexus,LX,2016,Gray,"KSh 16,800,000",Foreign Used,Automatic,47000
Nissan,NV200,2017,White,"KSh 1,350,000",Foreign Used,Automatic,96480
Nissan,Teana,2013,Silver,"KSh 1,050,000",Kenyan Used,Automatic,
Toyota,Corolla,2013,Silver,"KSh 1,100,000",Kenyan Used,Automatic,100200
Toyota,Ractis,2011,Silver,"KSh 750,000",Foreign Used,Automatic,
Toyota,Harrier,2017,White,"KSh 3,900,000",Foreign Used,Automatic,
Toyota,C-HR,2017,Black,"KSh 3,300,000",Foreign Used,Automatic,108000
Nissan,X-Trail,2016,White,"KSh 2,650,000",Foreign Used,Automatic,125000
Toyota,Harrier,2017,White,"KSh 4,000,000",Foreign Used,Automatic,65138
Suzuki,Wagon,2016,Silver,"KSh 829,000",Kenyan Used,Automatic,
Toyota,Axio,2009,White,"KSh 670,000",Kenyan Used,Automatic,152000
Toyota,Hilux,2018,White,"KSh 2,999,000",Kenyan Used,Manual,
Honda,CR-V,2015,Silver,"KSh 3,190,000",Foreign Used,Automatic,117000
Honda,Vezel,2014,Black,"KSh 1,650,000",Kenyan Used,Automatic,74510
Toyota,Harrier,2014,Black,"KSh 3,100,000",Kenyan Used,Automatic,96000
Toyota,Harrier,2009,Gold,"KSh 1,800,000",Kenyan Used,Automatic,96000
Isuzu,D-MAX,2022,Gray,"KSh 3,999,000",Kenyan Used,Manual,
Subaru,Forester,2016,Green,"KSh 2,950,000",Foreign Used,Automatic,
Toyota,Probox,2007,White,"KSh 650,000",Kenyan Used,Automatic,135686
Land,Rover,1990,Red,"KSh 1,350,000",Kenyan Used,Manual,242257
Honda,CR-V,2011,Silver,"KSh 1,750,000",Kenyan Used,Automatic,96000
Nissan,X-Trail,2015,Pearl,"KSh 1,980,000",Foreign Used,Automatic,131000
Subaru,Forester,2016,Silver,"KSh 3,250,000",Foreign Used,Automatic,
Nissan,Lafesta,2016,Red,"KSh 1,500,000",Foreign Used,Automatic,
Toyota,Premio,2008,Red,"KSh 1,070,000",Kenyan Used,Automatic,142000
Nissan,Bluebird,2008,Silver,"KSh 640,000",Kenyan Used,Automatic,129000
Mercedes-Benz,C200,2010,Silver,"KSh 1,550,000",Kenyan Used,Automatic,
Mazda,CX-5,2016,Gray,"KSh 3,550,000",Foreign Used,Automatic,84000
Volkswagen,Passat,2016,Brown,"KSh 1,750,000",Foreign Used,Automatic,
Toyota,Hilux,2014,Silver,"KSh 2,300,000",Foreign Used,Automatic,
Isuzu,D-MAX,2022,Silver,"KSh 3,899,999",Kenyan Used,Manual,
Subaru,Impreza,2012,Red,"KSh 1,080,000",Kenyan Used,Automatic,
Suzuki,Alto,2016,Silver,"KSh 520,000",Kenyan Used,Automatic,
Toyota,Corolla,2008,Blue,"KSh 850,000",Kenyan Used,Automatic,123898
Suzuki,Jimny,2016,Silver,"KSh 1,400,000",Foreign Used,Automatic,
Mazda,Demio,2016,White,"KSh 1,250,000",Foreign Used,AMT,59000
Subaru,Impreza,2007,Blue,"KSh 450,000",Kenyan Used,Automatic,125000
BMW,116i,2012,White,"KSh 1,380,000",Kenyan Used,Automatic,123000
Mitsubishi,Mirage,2013,Blue,"KSh 649,000",Kenyan Used,Automatic,
Toyota,RAV4,2007,Silver,"KSh 1,250,000",Foreign Used,Automatic,
Toyota,Aqua,2015,White,"KSh 1,380,000",Foreign Used,Automatic,
Toyota,Estima,2012,Red,"KSh 780,000",Kenyan Used,Automatic,
Mazda,Demio,2016,Blue,"KSh 1,200,000",Foreign Used,Manual,120000
Nissan,X-Trail,2004,Silver,"KSh 780,000",Kenyan Used,Automatic,
BMW,118i,2016,Red,"KSh 1,750,000",Foreign Used,Automatic,
Nissan,Note,2016,Black,"KSh 1,300,000",Foreign Used,Automatic,65000
Toyota,Passo,2016,Silver,"KSh 1,000,000",Foreign Used,Automatic,
BMW,528i,2016,White,"KSh 3,500,000",Foreign Used,Automatic,33000
Mercedes-Benz,C250,2012,Silver,"KSh 2,100,000",Kenyan Used,Automatic,95000
Suzuki,Hustler,2016,Pink,"KSh 980,000",Foreign Used,Automatic,149800
Mazda,CX-5,2016,Brown,"KSh 3,100,000",Foreign Used,Automatic,59000
Toyota,Passo,2011,Red,"KSh 550,000",Kenyan Used,Automatic,165211
Toyota,Ractis,2016,Red,"KSh 1,350,000",Foreign Used,Automatic,
Nissan,Note,2016,Red,"KSh 960,000",Foreign Used,Automatic,
Toyota,Hilux,2016,Brown,"KSh 3,770,000",Foreign Used,Manual,56358
Mercedes-Benz,B-Class,2016,Black,"KSh 1,899,000",Foreign Used,Automatic,52823
Subaru,Forester,2006,Black,"KSh 890,000",Kenyan Used,Automatic,
Nissan,NP300,2011,White,"KSh 1,290,000",Kenyan Used,Manual,120000
Toyota,Hilux,2007,Black,"KSh 1,680,000",Kenyan Used,Manual,150000
Toyota,Land,2004,White,"KSh 2,150,000",Kenyan Used,Automatic,138808
Nissan,NV200,2017,White,"KSh 1,200,000",Foreign Used,Automatic,69000
Toyota,IST,2010,Red,"KSh 750,000",Kenyan Used,Automatic,
Mazda,CX-5,2016,Black,"KSh 2,600,000",Foreign Used,Automatic,86000
Toyota,Noah,2009,White,"KSh 1,030,000",Kenyan Used,Automatic,141000
Honda,Fit,2015,White,"KSh 1,150,000",Kenyan Used,Automatic,119871
Nissan,Primera,1997,Silver,"KSh 171,137",Kenyan Used,Manual,220000
Nissan,X-Trail,2012,Silver,"KSh 1,480,000",Kenyan Used,Automatic,
Toyota,Mark,2012,Black,"KSh 1,350,000",Kenyan Used,Automatic,75000
Suzuki,Swift,2015,White,"KSh 950,000",Foreign Used,Automatic,
